indicator_id,country_id,year,value,magnitude,qualifier
"ROFST.2.GPIA.CP","VAT",1970,0,"NA",""
"EA.4T8.AG25T99.GPIA","THA",1970,.4593200087547302,"",""
"TRTP.2T3.GPIA","VAT",1970,0,"NA",""
"GER.5T8","LBR",1970,.8913699984550476,"",""
"GER.5T8.M","PAN",1970,7.298850059509277,"",""
"EA.S1T8.AG25T99","LBN",1970,54.40000152587891,"",""
